Accession 	Parent Location 	Collected Location 	Method 	Order	Gene attempts	28S attempt	COI attempt	LCA order, if available	Combined order
NZAC03013516	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03013517	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI		Arthropoda
NZAC03013518	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03013519	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013521	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013522	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013523	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI		Diptera
NZAC03013524	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013525	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013526	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013527	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013528	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013529	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	0	Both	28S	COI	Thysanoptera	Thysanoptera
NZAC03013530	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013531	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013532	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013533	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013534	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03013536	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013537	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013538	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI		Orthoptera
NZAC03013539	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013540	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013541	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013542	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013543	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013544	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013545	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013546	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013548	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013549	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013551	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013552	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013553	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013554	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013555	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Isopoda	Both	28S	COI		Isopoda
NZAC03013556	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013557	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI		Araneae
NZAC03013558	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013559	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013560	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013561	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Insecta	Both	28S	COI		Insecta
NZAC03013562	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013563	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	0	Both	28S	COI		0
NZAC03013564	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013565	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013566	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013568	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013569	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013570	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013571	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013573	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013576	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013577	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013579	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013581	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013582	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013583	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013584	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013585	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013586	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Archaeognatha	Both	28S	COI	Archaeognatha	Archaeognatha
NZAC03013587	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013588	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013589	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013591	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013592	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013593	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03013594	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013595	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI		Diptera
NZAC03013596	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013597	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03013598	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013599	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013600	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013601	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013602	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03013603	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013604	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013606	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013607	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013608	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013610	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013611	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013612	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013613	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013614	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013615	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013616	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013617	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013618	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013619	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013620	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013622	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013623	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Thysanoptera	Thysanoptera
NZAC03013624	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	0	Both	28S	COI	Diptera	Diptera
NZAC03013625	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013626	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013627	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013628	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013629	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Arachnida	Both	28S	COI	Araneae	Araneae
NZAC03013630	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03013631	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013632	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013634	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013635	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013637	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013638	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013639	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013640	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013641	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013642	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013644	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013645	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013646	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013647	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013648	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013649	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Thysanoptera	Thysanoptera
NZAC03013650	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03013651	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013653	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013654	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013655	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Araneae	Araneae
NZAC03013656	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013657	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013658	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013660	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03013661	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013662	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013663	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013664	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013665	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013666	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013667	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013668	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013669	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013670	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013672	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013673	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013674	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013675	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013676	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03013677	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013679	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013680	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013681	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013682	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Isopoda	Both	28S	COI		Isopoda
NZAC03013683	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI		Hymenoptera
NZAC03013684	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013685	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013688	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013691	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013703	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013713	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013714	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013715	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013717	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013729	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013732	LB1 	Subplot E 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013733	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013734	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013735	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013737	LB1 	Subplot E 	Leaf Litter Collection 	Neuroptera	Both	28S	COI	Neuroptera	Neuroptera
NZAC03013742	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013748	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013750	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013751	LB1 	Subplot E 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03013754	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013761	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013763	LB1 	Subplot E 	Leaf Litter Collection 	Empty vial	Both	28S	COI		Empty vial
NZAC03013765	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013767	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013771	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013801	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013802	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013804	LB1 	Subplot E 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013805	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013806	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013809	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013815	LB1 	Subplot E 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03013817	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013828	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013832	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013834	LB1 	Subplot E 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013844	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013845	LB1 	Subplot E 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013851	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013852	LB1 	Subplot E 	Leaf Litter Collection 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013853	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013860	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013861	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013863	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013864	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013878	LB1 	Subplot E 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013880	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013883	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Both	28S	COI	(Endopterygota)	(Endopterygota)
NZAC03013887	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013889	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013892	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013893	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013896	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03013898	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013901	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013905	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013906	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013907	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013913	LB1 	Subplot E 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03013914	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013916	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013917	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013919	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013922	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013931	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013936	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013938	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013947	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013952	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013954	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
