NZAC	Plot	Method	LCA	LCA_rank	Gene	Phylum	Class	Order
NZAC03010642	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010643	Plot_4	Pitfall-Trap	Scaphidiinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010646	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010647	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010648	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010649	Plot_4	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010653	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010657	Plot_6	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010660	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010669	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010671	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03010674	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010675	Plot_CM30c30	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03010678	Plot_CM30c30	Pitfall-Trap	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03010680	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010682	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010684	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010690	Plot_CM30c30	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010693	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010695	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010696	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010697	Plot_CM30c30	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010700	Plot_CM30c30	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03010704	Plot_CM30c30	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010706	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010712	Plot_CM30c30	Pitfall-Trap	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010714	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010716	Plot_CM30c30	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010718	Plot_CM30c30	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010720	Plot_CM30c30	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010724	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010725	Plot_1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010734	Plot_CM30c30	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010736	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010737	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010741	Plot_CM30c30	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03010742	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010746	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010748	Plot_CM30c30	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03010762	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010765	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010768	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010774	Plot_CM30c30	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010781	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010786	Plot_1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010787	Plot_1	Pitfall-Trap	Archaeognatha	order	28S and COI	Arthropoda	Insecta	Archaeognatha
NZAC03010792	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010794	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010797	Plot_1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010798	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010805	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010808	Plot_6	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010809	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010810	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010815	Plot_6	Pitfall-Trap	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03010817	Plot_2	Pitfall-Trap	Tettigoniidae	family	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010821	Plot_2	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010823	Plot_2	Pitfall-Trap	Endomychidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010834	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010835	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010836	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010840	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010842	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010843	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010852	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010856	Plot_1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010857	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010858	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010869	Plot_1	Pitfall-Trap	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03010881	Plot_1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010883	Plot_1	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010898	Plot_1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010900	Plot_1	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010903	Plot_1	Pitfall-Trap	Archaeognatha	order	28S and COI	Arthropoda	Insecta	Archaeognatha
NZAC03010908	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010911	Plot_1	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010912	Plot_1	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03010916	Plot_1	Pitfall-Trap	Opiliones	order	28S and COI	Arthropoda	Arachnida	Opiliones
NZAC03010930	Plot_6	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03010964	Plot_6	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03010968	Plot_6	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03010980	Plot_CM30c30	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010988	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03010996	Plot_CM30c30	Leaf-Litter	Cerambycidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011059	Plot_6	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011072	Plot_2	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03011082	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011089	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011104	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011106	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011111	Plot_CM30c30	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011120	Plot_2	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011143	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011148	Plot_CM30c30	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011149	Plot_CM30c30	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011154	Plot_CM30c30	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03011156	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011160	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011162	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011167	Plot_CM30c30	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011170	Plot_2	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011171	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011173	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011174	Plot_2	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011176	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011178	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011180	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011182	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011184	Plot_2	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011188	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011196	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011204	Plot_6	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011220	Plot_6	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011245	Plot_CM30c30	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011249	Plot_CM30c30	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03011253	Plot_2	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03011256	Plot_2	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011258	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011259	Plot_2	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011261	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011262	Plot_2	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011265	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011267	Plot_2	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011269	Plot_2	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011270	Plot_2	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03011272	Plot_2	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03011276	Plot_2	Leaf-Litter	Thysanoptera	order	28S and COI	Arthropoda	Insecta	Thysanoptera
NZAC03011280	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011297	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011301	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011302	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011308	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011309	Plot_2	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011312	Plot_2	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03011313	Plot_2	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011315	Plot_2	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011316	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011317	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011319	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011320	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011321	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011322	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011323	Plot_2	Leaf-Litter	Aphidoidea	superfamily	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011324	Plot_2	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011325	Plot_2	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011326	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011328	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011329	Plot_2	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011332	Plot_2	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03011336	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011337	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011340	Plot_2	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011341	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011342	Plot_2	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011352	Plot_2	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011355	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011359	Plot_2	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011362	Plot_2	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011363	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011385	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011389	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011392	Plot_8	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011403	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011405	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03011407	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011411	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011413	Plot_2	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011426	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011432	Plot_5	Pitfall-Trap	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03011433	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011438	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011441	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011446	Plot_4	Pitfall-Trap	Archaeognatha	order	28S and COI	Arthropoda	Insecta	Archaeognatha
NZAC03011449	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011452	Plot_3	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03011454	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011455	Plot_3	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03011457	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011458	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011465	Plot_6	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03011466	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011467	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011468	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011469	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011470	Plot_6	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011475	Plot_4	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03011479	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011481	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011482	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011484	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011486	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011487	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011490	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011491	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011492	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011494	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011495	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011497	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011498	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011503	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011506	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011508	Plot_3	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03011509	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011515	Plot_4	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011516	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011519	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011521	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011523	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011524	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011525	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011526	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011529	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011531	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011533	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011535	Plot_3	Pitfall-Trap	Diptera	order	28S and COI	Arthropoda	Insecta	Diptera
NZAC03011536	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011537	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011542	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011547	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011548	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011549	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011551	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011552	Plot_6	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03011558	Plot_6	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03011560	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011561	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011562	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011563	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011566	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011568	Plot_4	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011569	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011575	Plot_5	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011576	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011577	Plot_6	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03011578	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
